gene_id	group	label	orthogroup	is_wgd	is_duplicate	is_singleton	family_size	dup_mode	function_class	age
g001369	crop1	0	OG00141	0	0	1	1	singleton	enzyme	2
g001370	crop1	0	OG00202	0	1	0	4	transposed	other	4
g001371	crop1	0	OG00202	0	1	0	8	proximal	enzyme	3
g001372	crop1	0	OG00192	0	1	0	8	dispersed	other	1
g001373	crop1	0	OG00277	0	1	0	3	proximal	defense	3
g001374	crop1	0	OG00249	1	1	0	10	wgd	hormone	3
g001375	crop1	0	OG00139	0	1	0	3	transposed	kinase	1
g001376	crop1	0	OG00354	1	1	0	4	wgd	kinase	1
g001377	crop1	0	OG00167	0	1	0	9	transposed	kinase	4
g001378	crop1	0	OG00224	0	1	0	6	dispersed	enzyme	2
g001379	crop1	0	OG00120	0	1	0	3	dispersed	transporter	2
g001380	crop1	0	OG00024	1	1	0	9	wgd	defense	4
g001381	crop1	0	OG00194	0	1	0	3	transposed	kinase	3
g001382	crop1	0	OG00119	0	1	0	11	transposed	other	3
g001383	crop1	1	OG00177	1	1	0	7	wgd	other	1
g001384	crop1	0	OG00081	0	1	0	4	dispersed	other	1
g001385	crop1	0	OG00036	0	1	0	4	tandem	enzyme	2
g001386	crop1	0	OG00135	0	1	0	7	dispersed	other	4
g001387	crop1	0	OG00108	1	1	0	8	wgd	TF	2
g001388	crop1	0	OG00050	0	1	0	11	transposed	other	4
g001389	crop1	0	OG00144	0	1	0	3	proximal	enzyme	3
g001390	crop1	0	OG00251	0	1	0	3	dispersed	transporter	3
g001391	crop1	0	OG00234	0	1	0	10	dispersed	other	2
g001392	crop1	0	OG00132	1	1	0	8	wgd	TF	3
g001393	crop1	0	OG00063	0	1	0	3	transposed	kinase	2
g001394	crop1	0	OG00226	0	1	0	6	transposed	other	1
g001395	crop1	0	OG00303	0	1	0	7	transposed	other	1
g001396	crop1	0	OG00283	1	1	0	2	wgd	defense	4
g001397	crop1	0	OG00360	0	1	0	8	transposed	other	4
g001398	crop1	0	OG00364	0	1	0	9	transposed	other	2
g001399	crop1	0	OG00039	0	1	0	2	dispersed	transporter	3
g001400	crop1	0	OG00039	0	1	0	9	tandem	other	3
g001401	crop1	0	OG00070	0	0	1	1	singleton	kinase	4
g001402	crop1	0	OG00182	0	1	0	2	tandem	enzyme	4
g001403	crop1	0	OG00376	0	1	0	8	tandem	defense	4
g001404	crop1	0	OG00160	0	0	1	1	singleton	transporter	4
g001405	crop1	0	OG00357	1	1	0	10	wgd	TF	4
g001406	crop1	0	OG00355	0	1	0	6	transposed	hormone	4
g001407	crop1	0	OG00284	0	1	0	8	dispersed	enzyme	2
g001408	crop1	0	OG00327	0	1	0	5	tandem	other	4
g001409	crop1	0	OG00364	0	1	0	7	dispersed	transporter	1
g001410	crop1	0	OG00118	0	1	0	8	dispersed	transporter	2
g001411	crop1	0	OG00126	0	1	0	7	dispersed	enzyme	1
g001412	crop1	0	OG00145	0	1	0	10	dispersed	enzyme	3
g001413	crop1	0	OG00062	0	1	0	10	dispersed	kinase	1
g001414	crop1	0	OG00288	1	1	0	2	wgd	TF	2
g001415	crop1	0	OG00361	0	1	0	2	dispersed	transporter	2
g001416	crop1	0	OG00180	0	0	1	1	singleton	TF	3
g001417	crop1	0	OG00360	0	1	0	10	dispersed	enzyme	2
g001418	crop1	0	OG00364	1	1	0	8	wgd	kinase	2
g001419	crop1	0	OG00351	1	1	0	6	wgd	TF	3
g001420	crop1	0	OG00100	0	1	0	3	dispersed	transporter	2
g001421	crop1	0	OG00200	0	1	0	8	transposed	kinase	1
g001422	crop1	0	OG00389	0	1	0	2	dispersed	hormone	2
g001423	crop1	0	OG00396	0	1	0	8	dispersed	enzyme	1
g001424	crop1	0	OG00149	1	1	0	11	wgd	other	4
g001425	crop1	0	OG00273	1	1	0	2	wgd	TF	3
g001426	crop1	0	OG00347	1	1	0	5	wgd	transporter	4
g001427	crop1	0	OG00137	0	1	0	2	tandem	defense	2
g001428	crop1	0	OG00041	0	0	1	1	singleton	transporter	2
g001429	crop1	0	OG00295	1	1	0	4	wgd	TF	1
g001430	crop1	0	OG00346	0	0	1	1	singleton	other	2
g001431	crop1	0	OG00120	0	1	0	3	tandem	enzyme	2
g001432	crop1	0	OG00279	0	1	0	4	transposed	other	2
g001433	crop1	0	OG00121	0	0	1	1	singleton	transporter	3
g001434	crop1	0	OG00112	1	1	0	2	wgd	enzyme	1
g001435	crop1	0	OG00226	0	1	0	3	transposed	transporter	1
g001436	crop1	0	OG00031	0	1	0	9	transposed	hormone	1
g001437	crop1	0	OG00170	0	1	0	7	transposed	defense	3
g001438	crop1	0	OG00256	0	0	1	1	singleton	TF	2
g001439	crop1	0	OG00054	0	1	0	9	dispersed	kinase	1
g001440	crop1	0	OG00057	1	1	0	11	wgd	TF	3
g001441	crop1	0	OG00335	0	1	0	6	tandem	other	2
g001442	crop1	1	OG00005	0	1	0	11	tandem	kinase	2
g001443	crop1	0	OG00374	1	1	0	9	wgd	TF	1
g001444	crop1	0	OG00350	0	1	0	6	tandem	enzyme	2
g001445	crop1	1	OG00376	1	1	0	3	wgd	TF	1
g001446	crop1	0	OG00217	0	0	1	1	singleton	defense	2
g001447	crop1	0	OG00024	0	1	0	10	tandem	defense	1
g001448	crop1	0	OG00385	1	1	0	9	wgd	kinase	2
g001449	crop1	0	OG00329	0	1	0	2	tandem	TF	1
g001450	crop1	0	OG00192	1	1	0	5	wgd	transporter	2
g001451	crop1	0	OG00352	1	1	0	6	wgd	hormone	3
g001452	crop1	0	OG00162	0	1	0	8	tandem	enzyme	2
g001453	crop1	0	OG00317	0	1	0	6	tandem	enzyme	3
g001454	crop1	0	OG00132	0	1	0	11	dispersed	other	2
g001455	crop1	1	OG00399	0	1	0	7	transposed	defense	2
g001456	crop1	0	OG00152	0	1	0	4	tandem	enzyme	4
g001457	crop1	0	OG00002	0	1	0	3	dispersed	enzyme	2
g001458	crop1	0	OG00143	0	1	0	7	transposed	other	1
g001459	crop1	0	OG00255	0	0	1	1	singleton	other	3
g001460	crop1	0	OG00194	0	1	0	8	dispersed	defense	4
g001461	crop1	0	OG00235	0	1	0	5	transposed	other	2
g001462	crop1	0	OG00278	0	1	0	4	dispersed	other	3
g001463	crop1	0	OG00362	0	1	0	9	transposed	transporter	4
g001464	crop1	0	OG00040	0	0	1	1	singleton	hormone	2
g001465	crop1	0	OG00122	0	1	0	9	dispersed	kinase	1
g001466	crop1	0	OG00235	0	1	0	11	transposed	enzyme	2
g001467	crop1	0	OG00176	0	1	0	7	dispersed	enzyme	2
g001468	crop1	0	OG00027	0	1	0	10	transposed	other	3
g001469	crop1	0	OG00285	0	1	0	11	dispersed	other	2
g001470	crop1	0	OG00298	0	1	0	5	tandem	enzyme	1
g001471	crop1	0	OG00349	0	1	0	8	tandem	enzyme	3
g001472	crop1	0	OG00130	1	1	0	6	wgd	defense	1
g001473	crop1	0	OG00393	1	1	0	7	wgd	enzyme	2
g001474	crop1	0	OG00266	1	1	0	11	wgd	TF	1
g001475	crop1	0	OG00208	0	1	0	3	dispersed	kinase	3
g001476	crop1	0	OG00220	0	1	0	6	dispersed	enzyme	4
g001477	crop1	0	OG00107	0	1	0	11	dispersed	enzyme	4
g001478	crop1	1	OG00282	1	1	0	6	wgd	enzyme	2
g001479	crop1	0	OG00013	0	1	0	2	transposed	other	3
g001480	crop1	0	OG00136	0	1	0	11	transposed	kinase	2
g001481	crop1	0	OG00011	1	1	0	8	wgd	TF	4
g001482	crop1	0	OG00235	1	1	0	9	wgd	TF	4
g001483	crop1	0	OG00272	0	1	0	11	transposed	enzyme	3
g001484	crop1	0	OG00022	0	1	0	9	dispersed	other	4
g001485	crop1	0	OG00337	0	1	0	2	transposed	hormone	2
g001486	crop1	0	OG00049	1	1	0	2	wgd	other	2
g001487	crop1	0	OG00175	1	1	0	7	wgd	other	3
g001488	crop1	0	OG00088	1	1	0	9	wgd	enzyme	4
g001489	crop1	0	OG00094	0	1	0	2	transposed	defense	4
g001490	crop1	0	OG00161	1	1	0	3	wgd	TF	4
g001491	crop1	0	OG00039	1	1	0	6	wgd	TF	4
g001492	crop1	0	OG00363	0	0	1	1	singleton	TF	3
g001493	crop1	0	OG00125	0	1	0	9	dispersed	kinase	2
g001494	crop1	0	OG00094	0	1	0	10	dispersed	hormone	1
g001495	crop1	0	OG00190	0	1	0	5	proximal	other	2
g001496	crop1	0	OG00260	0	1	0	10	proximal	transporter	4
g001497	crop1	0	OG00181	0	1	0	7	dispersed	enzyme	1
g001498	crop1	0	OG00335	0	1	0	2	tandem	TF	3
g001499	crop1	0	OG00360	0	1	0	6	transposed	enzyme	2
g001500	crop2	0	OG01006	0	0	1	1	singleton	other	3
g001501	crop2	0	OG01101	1	1	0	8	wgd	TF	4
g001502	crop2	0	OG01337	0	1	0	5	tandem	transporter	1
g001503	crop2	0	OG01174	1	1	0	10	wgd	kinase	2
g001504	crop2	0	OG01313	1	1	0	11	wgd	TF	4
g001505	crop2	0	OG01025	0	0	1	1	singleton	transporter	4
g001506	crop2	0	OG01203	1	1	0	9	wgd	TF	3
g001507	crop2	0	OG01131	0	1	0	6	dispersed	enzyme	1
g001508	crop2	0	OG01112	0	1	0	10	transposed	TF	4
g001509	crop2	0	OG01060	0	1	0	4	transposed	enzyme	1
g001510	crop2	0	OG01389	1	1	0	2	wgd	hormone	1
g001511	crop2	0	OG01149	0	1	0	3	transposed	hormone	2
g001512	crop2	0	OG01311	0	1	0	8	dispersed	other	1
g001513	crop2	0	OG01365	0	1	0	10	proximal	defense	1
g001514	crop2	0	OG01069	1	1	0	4	wgd	TF	2
g001515	crop2	0	OG01188	0	1	0	10	dispersed	enzyme	1
g001516	crop2	0	OG01318	1	1	0	4	wgd	TF	4
g001517	crop2	0	OG01223	1	1	0	9	wgd	other	3
g001518	crop2	0	OG01023	1	1	0	6	wgd	hormone	4
g001519	crop2	0	OG01332	0	1	0	4	dispersed	other	4
g001520	crop2	0	OG01150	0	1	0	8	dispersed	defense	4
g001521	crop2	0	OG01333	0	1	0	7	transposed	transporter	2
g001522	crop2	0	OG01232	0	1	0	2	dispersed	other	1
g001523	crop2	0	OG01361	0	1	0	9	dispersed	kinase	3
g001524	crop2	0	OG01071	0	1	0	9	dispersed	other	1
g001525	crop2	0	OG01113	0	1	0	8	transposed	other	3
g001526	crop2	0	OG01332	1	1	0	9	wgd	TF	4
g001527	crop2	0	OG01019	0	1	0	5	proximal	enzyme	1
g001528	crop2	0	OG01330	0	1	0	5	dispersed	other	3
g001529	crop2	0	OG01064	0	0	1	1	singleton	other	4
g001530	crop2	0	OG01305	0	1	0	4	dispersed	enzyme	3
g001531	crop2	0	OG01164	0	1	0	4	transposed	enzyme	2
g001532	crop2	0	OG01065	0	1	0	6	transposed	other	1
g001533	crop2	0	OG01159	0	1	0	3	dispersed	transporter	1
g001534	crop2	0	OG01200	1	1	0	9	wgd	hormone	3
g001535	crop2	0	OG01191	1	1	0	6	wgd	other	3
g001536	crop2	0	OG01229	0	0	1	1	singleton	hormone	4
g001537	crop2	0	OG01284	1	1	0	11	wgd	TF	3
g001538	crop2	0	OG01060	0	1	0	2	tandem	TF	3
g001539	crop2	0	OG01384	0	1	0	2	tandem	defense	4
g001540	crop2	0	OG01129	0	0	1	1	singleton	kinase	3
g001541	crop2	0	OG01265	1	1	0	7	wgd	hormone	4
g001542	crop2	0	OG01074	0	1	0	11	transposed	hormone	4
g001543	crop2	0	OG01374	0	1	0	7	transposed	hormone	1
g001544	crop2	0	OG01250	0	1	0	2	dispersed	enzyme	1
g001545	crop2	0	OG01198	0	1	0	2	transposed	defense	3
g001546	crop2	0	OG01398	1	1	0	8	wgd	defense	2
g001547	crop2	0	OG01272	1	1	0	6	wgd	hormone	4
g001548	crop2	0	OG01338	0	0	1	1	singleton	enzyme	4
g001549	crop2	0	OG01056	0	0	1	1	singleton	enzyme	3
g001550	crop2	0	OG01189	1	1	0	10	wgd	TF	2
g001551	crop2	0	OG01379	0	1	0	4	dispersed	defense	1
g001552	crop2	0	OG01270	0	1	0	8	dispersed	defense	3
g001553	crop2	0	OG01189	0	1	0	4	transposed	kinase	4
g001554	crop2	0	OG01040	0	1	0	10	proximal	enzyme	1
g001555	crop2	0	OG01000	1	1	0	6	wgd	kinase	1
g001556	crop2	0	OG01084	0	1	0	8	dispersed	other	2
g001557	crop2	0	OG01089	0	1	0	9	transposed	other	3
g001558	crop2	0	OG01038	1	1	0	5	wgd	hormone	4
g001559	crop2	0	OG01295	1	1	0	3	wgd	kinase	4
g001560	crop2	0	OG01067	0	1	0	2	transposed	enzyme	2
g001561	crop2	0	OG01189	1	1	0	2	wgd	TF	1
g001562	crop2	0	OG01398	0	0	1	1	singleton	enzyme	1
g001563	crop2	0	OG01035	0	1	0	11	dispersed	defense	2
g001564	crop2	0	OG01127	1	1	0	2	wgd	TF	2
g001565	crop2	0	OG01301	1	1	0	4	wgd	defense	3
g001566	crop2	0	OG01197	0	1	0	2	dispersed	TF	2
g001567	crop2	0	OG01390	1	1	0	3	wgd	transporter	1
g001568	crop2	0	OG01095	0	1	0	5	transposed	TF	1
g001569	crop2	0	OG01362	0	0	1	1	singleton	other	1
g001570	crop2	0	OG01199	0	1	0	7	proximal	defense	1
g001571	crop2	0	OG01092	0	1	0	2	dispersed	defense	2
g001572	crop2	0	OG01205	0	1	0	4	proximal	other	2
g001573	crop2	0	OG01380	1	1	0	10	wgd	other	1
g001574	crop2	0	OG01066	0	1	0	4	transposed	enzyme	3
g001575	crop2	0	OG01253	0	1	0	7	tandem	kinase	3
g001576	crop2	0	OG01147	0	1	0	8	tandem	other	1
g001577	crop2	0	OG01290	0	0	1	1	singleton	other	3
g001578	crop2	0	OG01139	0	1	0	2	transposed	other	3
g001579	crop2	0	OG01398	0	1	0	11	tandem	other	3
g001580	crop2	0	OG01297	1	1	0	11	wgd	hormone	1
g001581	crop2	0	OG01098	1	1	0	10	wgd	hormone	3
g001582	crop2	0	OG01146	1	1	0	8	wgd	other	3
g001583	crop2	0	OG01395	0	1	0	2	tandem	enzyme	2
g001584	crop2	0	OG01288	0	1	0	7	transposed	other	3
g001585	crop2	0	OG01107	0	1	0	5	dispersed	transporter	4
g001586	crop2	0	OG01298	1	1	0	3	wgd	other	2
g001587	crop2	0	OG01335	0	1	0	10	tandem	defense	4
g001588	crop2	0	OG01203	0	1	0	3	dispersed	transporter	4
g001589	crop2	0	OG01236	0	1	0	6	transposed	TF	2
g001590	crop2	0	OG01022	0	1	0	9	dispersed	TF	4
g001591	crop2	0	OG01265	1	1	0	8	wgd	defense	1
g001592	crop2	0	OG01137	0	0	1	1	singleton	defense	1
g001593	crop2	0	OG01329	1	1	0	9	wgd	hormone	1
g001594	crop2	0	OG01160	0	1	0	8	transposed	other	3
g001595	crop2	0	OG01215	0	1	0	7	dispersed	other	2
g001596	crop2	0	OG01321	0	1	0	4	transposed	hormone	3
g001597	crop2	0	OG01281	0	1	0	6	dispersed	hormone	1
g001598	crop2	0	OG01289	1	1	0	8	wgd	hormone	1
g001599	crop2	0	OG01009	0	1	0	4	transposed	transporter	3
g001600	crop2	0	OG01017	0	0	1	1	singleton	other	2
g001601	crop2	0	OG01377	1	1	0	3	wgd	TF	4
g001602	crop2	0	OG01136	1	1	0	4	wgd	TF	4
g001603	crop2	0	OG01252	0	0	1	1	singleton	TF	4
g001604	crop2	0	OG01251	0	1	0	6	dispersed	hormone	4
g001605	crop2	0	OG01273	0	1	0	5	transposed	kinase	3
g001606	crop2	0	OG01377	0	1	0	2	transposed	enzyme	3
g001607	crop2	0	OG01209	1	1	0	2	wgd	TF	1
g001608	crop2	0	OG01141	0	1	0	2	tandem	hormone	3
g001609	crop2	0	OG01154	1	1	0	7	wgd	enzyme	2
g001610	crop2	0	OG01280	0	1	0	10	transposed	transporter	3
g001611	crop2	0	OG01059	1	1	0	9	wgd	hormone	2
g001612	crop2	0	OG01371	0	1	0	5	tandem	defense	1
g001613	crop2	0	OG01380	0	1	0	9	proximal	defense	2
g001614	crop2	0	OG01056	0	1	0	6	tandem	enzyme	1
g001615	crop2	0	OG01183	0	1	0	6	dispersed	other	2
g001616	crop2	0	OG01047	1	1	0	8	wgd	TF	1
g001617	crop2	0	OG01395	1	1	0	4	wgd	other	4
g001618	crop2	0	OG01330	0	0	1	1	singleton	enzyme	4
g001619	crop2	0	OG01288	0	1	0	6	dispersed	defense	2
g001620	crop2	0	OG01032	0	1	0	4	tandem	other	2
g001621	crop2	0	OG01287	0	1	0	5	transposed	TF	1
g001622	crop2	0	OG01110	0	1	0	2	tandem	kinase	4
g001623	crop2	0	OG01376	0	1	0	6	tandem	defense	4
g001624	crop2	0	OG01163	0	1	0	5	dispersed	TF	2
g001625	crop2	0	OG01007	0	0	1	1	singleton	enzyme	3
g001626	crop2	0	OG01315	1	1	0	9	wgd	transporter	2
g001627	crop2	0	OG01284	0	1	0	3	tandem	TF	4
g001628	crop2	0	OG01256	0	0	1	1	singleton	kinase	3
g001629	crop2	0	OG01241	0	1	0	10	transposed	other	1
g001630	crop2	0	OG01376	0	1	0	11	transposed	other	4
g001631	crop2	0	OG01308	0	1	0	6	proximal	other	2
g001632	crop2	0	OG01228	0	1	0	5	tandem	transporter	3
g001633	crop2	0	OG01310	0	0	1	1	singleton	transporter	1
g001634	crop2	0	OG01304	0	1	0	10	tandem	enzyme	1
g001635	crop2	0	OG01276	0	1	0	11	tandem	enzyme	1
g001636	crop2	0	OG01302	0	1	0	7	transposed	hormone	1
g001637	crop2	0	OG01110	0	1	0	3	transposed	kinase	1
g001638	crop2	0	OG01002	0	1	0	6	tandem	enzyme	4
g001639	crop2	0	OG01304	1	1	0	11	wgd	enzyme	4
g001640	crop2	0	OG01261	0	1	0	6	dispersed	other	2
g001641	crop2	0	OG01027	1	1	0	7	wgd	transporter	3
g001642	crop2	0	OG01244	0	1	0	11	transposed	enzyme	2
g001643	crop2	0	OG01196	0	1	0	11	transposed	TF	4
g001644	crop2	0	OG01136	0	1	0	4	transposed	enzyme	1
g001645	crop2	0	OG01328	0	1	0	6	transposed	enzyme	1
g001646	crop2	0	OG01084	1	1	0	10	wgd	enzyme	2
g001647	crop2	0	OG01259	1	1	0	9	wgd	TF	3
g001648	crop2	0	OG01167	1	1	0	3	wgd	kinase	3
g001649	crop2	0	OG01120	1	1	0	8	wgd	TF	4
g001650	crop2	0	OG01382	0	1	0	5	transposed	TF	1
g001651	crop2	0	OG01385	0	1	0	7	dispersed	defense	1
g001652	crop2	0	OG01204	1	1	0	3	wgd	enzyme	1
g001653	crop2	0	OG01247	0	1	0	7	tandem	defense	4
g001654	crop2	0	OG01372	1	1	0	3	wgd	defense	3
g001655	crop2	0	OG01208	0	1	0	9	transposed	hormone	4
g001656	crop2	0	OG01121	0	1	0	5	transposed	transporter	3
g001657	crop2	0	OG01091	0	1	0	7	proximal	other	1
g001658	crop2	0	OG01228	0	1	0	8	transposed	enzyme	1
g001659	crop2	0	OG01114	1	1	0	2	wgd	hormone	2
g001660	crop2	0	OG01054	0	1	0	4	dispersed	enzyme	3
g001661	crop2	0	OG01215	0	1	0	8	dispersed	other	3
g001662	crop2	0	OG01237	0	1	0	4	tandem	transporter	4
g001663	crop2	0	OG01016	0	1	0	8	tandem	defense	4
g001664	crop2	0	OG01089	0	1	0	4	tandem	defense	1
g001665	crop2	0	OG01261	0	1	0	4	proximal	enzyme	2
g001666	crop2	0	OG01258	0	1	0	2	transposed	other	4
g001667	crop2	0	OG01064	0	1	0	4	dispersed	defense	3
g001668	crop2	0	OG01291	0	0	1	1	singleton	TF	1
g001669	crop2	0	OG01080	0	1	0	5	dispersed	transporter	2
g001670	crop2	0	OG01156	0	1	0	3	transposed	enzyme	2
g001671	crop2	0	OG01372	0	1	0	8	proximal	kinase	3
g001672	crop2	0	OG01166	0	1	0	10	transposed	transporter	1
g001673	crop2	0	OG01131	0	1	0	6	tandem	other	3
g001674	crop2	0	OG01272	0	1	0	4	transposed	defense	3
g001675	crop2	0	OG01056	0	1	0	7	transposed	other	1
g001676	crop2	0	OG01266	0	1	0	6	proximal	enzyme	4
g001677	crop2	0	OG01023	0	1	0	5	dispersed	transporter	3
g001678	crop2	0	OG01170	0	0	1	1	singleton	transporter	1
g001679	crop2	0	OG01180	0	1	0	2	transposed	enzyme	4
g001680	crop2	0	OG01350	1	1	0	3	wgd	TF	4
g001681	crop2	0	OG01276	0	1	0	4	tandem	defense	4
g001682	crop2	0	OG01283	0	1	0	2	dispersed	defense	3
g001683	crop2	0	OG01367	1	1	0	11	wgd	TF	1
g001684	crop2	0	OG01251	1	1	0	3	wgd	hormone	3
g001685	crop2	0	OG01215	0	0	1	1	singleton	enzyme	4
g001686	crop2	0	OG01143	1	1	0	2	wgd	enzyme	2
g001687	crop2	0	OG01142	0	1	0	2	dispersed	enzyme	4
g001688	crop2	0	OG01277	0	1	0	3	tandem	other	1
g001689	crop2	0	OG01123	1	1	0	9	wgd	other	3
g001690	crop2	0	OG01121	1	1	0	8	wgd	kinase	4
g001691	crop2	0	OG01169	0	1	0	8	dispersed	hormone	4
g001692	crop2	0	OG01273	1	1	0	10	wgd	transporter	2
g001693	crop2	0	OG01238	0	1	0	7	dispersed	enzyme	2
g001694	crop2	0	OG01299	1	1	0	8	wgd	enzyme	2
g001695	crop2	0	OG01303	0	1	0	11	proximal	enzyme	3
g001696	crop2	0	OG01145	1	1	0	10	wgd	TF	1
g001697	crop2	0	OG01055	1	1	0	11	wgd	hormone	2
g001698	crop2	0	OG01191	0	1	0	11	transposed	kinase	4
g001699	crop2	0	OG01060	1	1	0	8	wgd	kinase	1
g001700	crop2	0	OG01190	0	1	0	2	transposed	defense	2
g001701	crop2	0	OG01184	0	1	0	2	dispersed	hormone	3
g001702	crop2	0	OG01109	0	1	0	8	transposed	other	3
g001703	crop2	0	OG01190	1	1	0	9	wgd	TF	1
g001704	crop2	0	OG01170	0	1	0	2	transposed	enzyme	1
g001705	crop2	0	OG01011	0	0	1	1	singleton	transporter	3
g001706	crop2	0	OG01384	0	1	0	7	dispersed	other	2
g001707	crop2	0	OG01371	0	1	0	10	dispersed	defense	2
g001708	crop2	0	OG01340	0	1	0	3	transposed	defense	2
g001709	crop2	0	OG01047	0	1	0	10	transposed	other	4
g001710	crop2	0	OG01004	1	1	0	2	wgd	hormone	2
g001711	crop2	0	OG01179	1	1	0	5	wgd	kinase	1
g001712	crop2	0	OG01075	0	1	0	9	tandem	enzyme	1
g001713	crop2	0	OG01172	0	0	1	1	singleton	other	4
g001714	crop2	0	OG01158	0	1	0	9	tandem	other	3
g001715	crop2	0	OG01064	0	0	1	1	singleton	transporter	4
g001716	crop2	0	OG01387	0	0	1	1	singleton	TF	4
g001717	crop2	0	OG01019	1	1	0	9	wgd	TF	1
g001718	crop2	0	OG01119	0	1	0	4	dispersed	enzyme	1
g001719	crop2	0	OG01228	0	1	0	10	transposed	enzyme	4
g001720	crop2	0	OG01368	1	1	0	7	wgd	TF	4
g001721	crop2	0	OG01297	0	1	0	4	transposed	other	1
g001722	crop2	0	OG01339	0	1	0	5	proximal	defense	3
g001723	crop2	0	OG01269	0	1	0	3	transposed	other	3
g001724	crop2	0	OG01121	1	1	0	11	wgd	kinase	2
g001725	crop2	0	OG01065	1	1	0	7	wgd	other	1
g001726	crop2	0	OG01329	0	1	0	3	tandem	kinase	4
g001727	crop2	0	OG01312	1	1	0	11	wgd	enzyme	1
g001728	crop2	0	OG01261	1	1	0	7	wgd	TF	4
g001729	crop2	0	OG01130	0	1	0	6	tandem	TF	2
g001730	crop2	0	OG01183	1	1	0	8	wgd	kinase	2
g001731	crop2	0	OG01334	0	0	1	1	singleton	TF	2
g001732	crop2	0	OG01350	0	1	0	11	transposed	hormone	4
g001733	crop2	0	OG01128	0	1	0	2	transposed	other	1
g001734	crop2	0	OG01080	0	1	0	2	transposed	kinase	3
g001735	crop2	0	OG01381	0	1	0	7	transposed	enzyme	2
g001736	crop2	0	OG01107	0	1	0	7	transposed	other	1
g001737	crop2	0	OG01388	0	0	1	1	singleton	hormone	1
g001738	crop2	0	OG01150	0	0	1	1	singleton	other	3
g001739	crop2	0	OG01393	1	1	0	2	wgd	TF	2
g001740	crop2	0	OG01194	1	1	0	8	wgd	enzyme	2
g001741	crop2	0	OG01077	0	1	0	9	transposed	other	3
g001742	crop2	0	OG01145	0	1	0	9	dispersed	TF	4
g001743	crop2	0	OG01364	0	1	0	6	dispersed	TF	1
g001744	crop2	0	OG01007	0	0	1	1	singleton	enzyme	3
g001745	crop2	0	OG01075	0	1	0	7	proximal	enzyme	3
g001746	crop2	0	OG01343	1	1	0	4	wgd	hormone	3
g001747	crop2	0	OG01246	1	1	0	9	wgd	TF	3
g001748	crop2	0	OG01202	0	1	0	3	tandem	other	2
g001749	crop2	0	OG01141	0	1	0	8	dispersed	defense	1
g001750	crop2	0	OG01050	0	1	0	8	dispersed	TF	1
g001751	crop2	0	OG01042	0	1	0	7	tandem	transporter	2
g001752	crop2	0	OG01049	1	1	0	6	wgd	other	3
g001753	crop2	0	OG01303	0	1	0	10	tandem	transporter	4
g001754	crop2	0	OG01318	0	1	0	3	transposed	other	2
g001755	crop2	0	OG01297	0	1	0	9	proximal	defense	2
g001756	crop2	0	OG01076	0	1	0	8	tandem	hormone	4
g001757	crop2	0	OG01165	0	1	0	6	tandem	enzyme	4
g001758	crop2	0	OG01218	0	0	1	1	singleton	kinase	2
g001759	crop2	0	OG01367	0	1	0	2	transposed	kinase	3
g001760	crop2	0	OG01266	1	1	0	9	wgd	other	4
g001761	crop2	0	OG01367	0	1	0	4	proximal	transporter	2
g001762	crop2	0	OG01056	1	1	0	9	wgd	kinase	2
g001763	crop2	0	OG01346	0	1	0	5	proximal	defense	3
g001764	crop2	0	OG01046	1	1	0	5	wgd	defense	1
g001765	crop2	0	OG01064	0	1	0	7	dispersed	enzyme	1
g001766	crop2	0	OG01378	0	1	0	11	dispersed	kinase	1
g001767	crop2	0	OG01142	0	1	0	2	tandem	enzyme	2
g001768	crop2	0	OG01182	0	0	1	1	singleton	defense	1
g001769	crop2	0	OG01256	0	0	1	1	singleton	defense	2
g001770	crop2	0	OG01150	0	1	0	11	transposed	transporter	3
g001771	crop2	0	OG01268	0	1	0	5	dispersed	other	2
g001772	crop2	0	OG01012	0	1	0	4	dispersed	enzyme	2
g001773	crop2	0	OG01260	0	1	0	11	transposed	TF	3
g001774	crop2	0	OG01316	0	0	1	1	singleton	hormone	4
g001775	crop2	0	OG01132	0	1	0	2	tandem	defense	4
g001776	crop2	0	OG01211	0	0	1	1	singleton	kinase	3
g001777	crop2	0	OG01393	0	1	0	5	transposed	hormone	1
g001778	crop2	0	OG01363	0	1	0	11	tandem	defense	1
g001779	crop2	0	OG01290	0	1	0	9	transposed	enzyme	2
g001780	crop2	0	OG01289	1	1	0	7	wgd	other	3
g001781	crop2	0	OG01367	1	1	0	2	wgd	TF	1
g001782	crop2	0	OG01209	0	1	0	10	transposed	enzyme	2
g001783	crop2	0	OG01314	1	1	0	5	wgd	other	1
g001784	crop2	0	OG01087	0	1	0	5	transposed	defense	1
g001785	crop2	0	OG01146	1	1	0	8	wgd	kinase	4
g001786	crop2	0	OG01191	1	1	0	8	wgd	kinase	3
g001787	crop2	0	OG01044	0	1	0	3	transposed	other	3
g001788	crop2	0	OG01314	1	1	0	11	wgd	TF	1
g001789	crop2	0	OG01127	0	1	0	9	tandem	defense	1
g001790	crop2	0	OG01029	0	1	0	2	dispersed	kinase	4
g001791	crop2	0	OG01041	0	1	0	9	transposed	kinase	1
g001792	crop2	0	OG01334	0	1	0	9	proximal	transporter	2
g001793	crop2	0	OG01338	1	1	0	10	wgd	TF	3
g001794	crop2	0	OG01210	0	1	0	8	dispersed	enzyme	3
